sn,sector,company_name,ticker,company_id,year,quarter,period,month,no._of_months,turnoverrevenue_gross_earnings_gross_premium_income_n(k),profit_before_tax_n(k),profit_after_tax_n(k),total_comprehensive_income_n(k),property_plant_and__equipment_n(k),total_asset_n(k),total_liabilities_n(k),issued_share_capital_n(k)
3025,FINANCIAL SERVICES: INSURANCE,Wapic Insurance Plc,WAPIC,172,2015,3,2015:Q3,SEP,9,4380592,108255,33632,739233,1922680,23915785,8975931,6691369
3026,FINANCIAL SERVICES: INSURANCE,Wapic Insurance Plc,WAPIC,172,2015,4,2015:Q4,DEC,12,6148778,1667662,1297385,761676,2374523,23694609,8732312,6691369
3027,FINANCIAL SERVICES: INSURANCE,Wapic Insurance Plc,WAPIC,172,2016,1,2016:Q1,MAR,3,1804139,163389,126457,104801,2443806,24621145,9554047,6691369
3028,FINANCIAL SERVICES: INSURANCE,Wapic Insurance Plc,WAPIC,172,2016,2,2016:Q2,JUN,6,3543544,367698,168635,999416,2891636,26147525,10586588,6691369
3029,FINANCIAL SERVICES: INSURANCE,Wapic Insurance Plc,WAPIC,172,2016,3,2016:Q3,SEP,9,5543242,1507870,1147011,1894866,3002211,27189172,10733350,6691369
3030,FINANCIAL SERVICES: INSURANCE,Wapic Insurance Plc,WAPIC,172,2016,4,2016:Q4,DEC,12,7586131,1193446,586025,2005517,4025510,25902053,9335718,6691369
3031,FINANCIAL SERVICES: INSURANCE,Wapic Insurance Plc,WAPIC,172,2017,1,2017:Q1,MAR,3,2153242,384109,265742,58575,3997532,27896457,11271545,6691369
3032,FINANCIAL SERVICES: INSURANCE,Wapic Insurance Plc,WAPIC,172,2017,2,2017:Q2,JUN,6,4577393,518655,395697,564774,3848911,28659500,11528391,6691369
3033,FINANCIAL SERVICES: INSURANCE,Wapic Insurance Plc,WAPIC,172,2017,3,2017:Q3,SEP,9,7287388,952311,776800,427097,3713757,28407702,11414267,6691369
3034,FINANCIAL SERVICES: INSURANCE,Wapic Insurance Plc,WAPIC,172,2017,4,2017:Q4,DEC,12,9589128,1622691,1530810,1262771,3787381,28604609,10646784,6691369
3035,FINANCIAL SERVICES: INSURANCE,Wapic Insurance Plc,WAPIC,172,2018,1,2018:Q1,MAR,3,2532190,319378,233257,277137,3909828,33493920,15164405,6691369
3036,FINANCIAL SERVICES: INSURANCE,Wapic Insurance Plc,WAPIC,172,2018,2,2018:Q2,JUN,6,5450155,240517,61911,-51292,3739972,33414360,15507827,6691369
3037,FINANCIAL SERVICES: INSURANCE,Wapic Insurance Plc,WAPIC,172,2018,3,2018:Q3,SEP,9,8620684,475443,287284,-202768,3563681,34979862,16992359,6691369
3038,FINANCIAL SERVICES: INSURANCE,Wapic Insurance Plc,WAPIC,172,2018,4,2018:Q4,DEC,12,12217602,187234,351193,-802699,3481328,30363591,13253284,6691369
3039,FINANCIAL SERVICES: INSURANCE,Wapic Insurance Plc,WAPIC,172,2019,1,2019:Q1,MAR,3,4026704,700253,490486,445534,3434028,31303972,13728589,6691369
3040,FINANCIAL SERVICES: INSURANCE,Wapic Insurance Plc,WAPIC,172,2019,2,2019:Q2,JUN,6,7888086,400805,305022,-135127,3449725,31178891,14014689,6691369
3041,FINANCIAL SERVICES: INSURANCE,Wapic Insurance Plc,WAPIC,172,2019,3,2019:Q3,SEP,9,11974540,1086975,972893,1048944,3362484,32594109,13539673,6691369
3042,FINANCIAL SERVICES: INSURANCE,Wapic Insurance Plc,WAPIC,172,2019,4,2019:Q4,DEC,12,15152206,454880,417551,446680,3363390,30083939,12143871,6691369
3043,FINANCIAL SERVICES: INSURANCE,Wapic Insurance Plc,WAPIC,172,2020,1,2020:Q1,MAR,3,3955628,454316,361254,409762,3417067,37418435,14305182,11995952
3044,FINANCIAL SERVICES: INSURANCE,Wapic Insurance Plc,WAPIC,172,2020,2,2020:Q2,MAR,6,8101257,824710,654442,624749,3342783,40645562,16494174,11995952
3045,FINANCIAL SERVICES: BANKING,Wema Bank  Plc,WEMABANK,173,2015,1,2015:Q1,MAR,3,12085651,615288,522994,524788,14482443,343394456,299101019,19287233
3046,FINANCIAL SERVICES: BANKING,Wema Bank  Plc,WEMABANK,173,2015,2,2015:Q2,JUN,6,20873588,1173187,997209,1001395,14327811,344637690,299867646,19287233
3047,FINANCIAL SERVICES: BANKING,Wema Bank  Plc,WEMABANK,173,2015,3,2015:Q3,SEP,9,32565701,1528473,1299202,1299202,14542909,350604284,305536433,19287233
3048,FINANCIAL SERVICES: BANKING,Wema Bank  Plc,WEMABANK,173,2015,4,2015:Q4,DEC,12,45791801,3045529,2327275,2295460,15967711,396743315,350679204,19287233
3049,FINANCIAL SERVICES: BANKING,Wema Bank  Plc,WEMABANK,173,2016,1,2016:Q1,MAR,3,11241090,505329,429530,405310,15730322,360312631,313843211,19287233
3050,FINANCIAL SERVICES: BANKING,Wema Bank  Plc,WEMABANK,173,2016,2,2016:Q2,JUN,6,24263973,1297766,1103101,1102984,16106498,391760333,344593239,19287233
3051,FINANCIAL SERVICES: BANKING,Wema Bank  Plc,WEMABANK,173,2016,3,2016:Q3,SEP,9,37892331,1494000,1269900,1269783,16252062,384475965,337142073,19287233
3052,FINANCIAL SERVICES: BANKING,Wema Bank Plc,WEMABANK,173,2016,4,2016:Q4,DEC,12,54361204,3245144,2560579,2406623,16614465,424043580,375572847,19287233
3053,FINANCIAL SERVICES: BANKING,Wema Bank Plc,WEMABANK,173,2017,1,2017:Q1,MAR,3,15277653,849564,722172,722172,16347455,414424261,365231355,19287233
3054,FINANCIAL SERVICES: BANKING,Wema Bank Plc,WEMABANK,173,2017,2,2017:Q2,JUN,6,30460011,1433485,1218523,1218523,17345389,385974955,336285697,19287233
3055,FINANCIAL SERVICES: BANKING,Wema Bank Plc,WEMABANK,173,2017,3,2017:Q3,SEP,9,45565863,1799393,1529400,1529400,17152070,394459603,344459469,19287233
3056,FINANCIAL SERVICES: BANKING,Wema Bank Plc,WEMABANK,173,2017,4,2017:Q4,DEC,12,65268831,3009203,2255488,2395539,17078789,388153526,338538276,19287233
3057,FINANCIAL SERVICES: BANKING,Wema Bank Plc.,WEMABANK,173,2018,1,2018:Q1,MAR,3,14666665,883947,764701,792170,17064625,430497333,380337257,19287233
3058,FINANCIAL SERVICES: BANKING,Wema Bank Plc,WEMABANK,173,2018,2,2018:Q2,JUN,6,28616405,1814912,1569986,1580592,17587759,452857135,401957033,19287233
3059,FINANCIAL SERVICES: BANKING,Wema Bank Plc,WEMABANK,173,2018,3,2018:Q3,SEP,9,38888279,3056646,2644085,2662605,17743057,480771306,428789192,19287233
3060,FINANCIAL SERVICES: BANKING,Wema Bank Plc,WEMABANK,173,2018,4,2018:Q4,DEC,12,65997537,4797710,3326420,3326620,18602696,488804317,437915168,19287233
3061,FINANCIAL SERVICES: BANKING,Wema Bank Plc,WEMABANK,173,2019,1,2019:Q1,MAR,3,16303008,1331343,1144059,1175633,19132525,583876331,531746440,19287233
3062,FINANCIAL SERVICES: BANKING,Wema Bank Plc,WEMABANK,173,2019,2,2019:Q2,JUN,6,40835294,2607990,2248359,2303165,19785572,632528666,580493588,19287233
3063,FINANCIAL SERVICES: BANKING,Wema Bank Plc,WEMABANK,173,2019,3,2019:Q3,SEP,9,64827122,4731188,408869,4141808,20636686,611577278,557871407,69333333
3064,FINANCIAL SERVICES: BANKING,Wema Bank Plc,WEMABANK,173,2019,4,2019:Q4,DEC,12,91538984,6265828,4406021,4464426,20637634,721361830,667333456,19287233
3065,FINANCIAL SERVICES: BANKING,Wema Bank Plc,WEMABANK,173,2020,1,2020:Q1,MAR,3,20776201,1129954,977302,972216,20844671,794504005,738371183,19287233
3066,FINANCIAL SERVICES: BANKING,Wema Bank Plc,WEMABANK,173,2020,2,2020:Q2,MAR,6,38151058,1727806,1494444,1494444,21676873,825175662,770063590,19287233
3067,FINANCIAL SERVICES: BANKING,Wema Bank Plc,WEMABANK,173,2020,3,2020:Q3,SEP,9,57825190,3057428,2644567,2644567,21958067,863599160,807597502,19287233
3068,FINANCIAL SERVICES: BANKING,Zenith International Bank Plc,ZENITHBANK,174,2015,1,2015:Q1,MAR,3,113322000,33128000,27680000,28735000,71327000,3938003000,3411573000,15698000
3069,FINANCIAL SERVICES: BANKING,Zenith International Bank Plc,ZENITHBANK,174,2015,2,2015:Q2,JUN,6,229082000,72201000,53180000,48732000,73555000,3882727000,3336341000,15698000
3070,FINANCIAL SERVICES: BANKING,Zenith International Bank Plc,ZENITHBANK,174,2015,3,2015:Q3,SEP,9,336853000,104052000,83087000,81655000,76275000,3841859000,3270358000,15698000
3071,FINANCIAL SERVICES: BANKING,Zenith International Bank Plc,ZENITHBANK,174,2015,4,2015:Q4,DEC,12,432535000,125616000,105663000,104548000,87022000,4006842000,3412489000,15698000
3072,FINANCIAL SERVICES: BANKING,Zenith International Bank Plc,ZENITHBANK,174,2016,1,2016:Q1,MAR,3,99435000,32121000,26573000,26720000,89218000,3992079000,3371006000,15698000
3073,FINANCIAL SERVICES: BANKING,Zenith International Bank Plc,ZENITHBANK,174,2016,2,2016:Q2,JUN,6,214812000,53905000,35467000,65673000,94090000,4357296000,3736557000,15698000
3074,FINANCIAL SERVICES: BANKING,Zenith International Bank Plc,ZENITHBANK,174,2016,3,2016:Q3,SEP,9,380352000,116587000,95386000,126647000,100176000,4649685000,3958777000,15698000
3075,FINANCIAL SERVICES: BANKING,Zenith International Bank Plc,ZENITHBANK,174,2016,4,2016:Q4,DEC,12,507997000,156748000,129652000,166626000,105284000,4739825000,4035360000,15698000
3076,FINANCIAL SERVICES: BANKING,Zenith International Bank Plc,ZENITHBANK,174,2017,1,2017:Q1,MAR,3,147736000,44200000,37499000,38965000,105768000,4739828000,4051970000,15698000
3077,FINANCIAL SERVICES: BANKING,Zenith International Bank Plc,ZENITHBANK,174,2017,2,2017:Q2,JUN,6,380440000,92183000,75317000,70440000,110061000,4927367000,4208034000,15698000
3078,FINANCIAL SERVICES: BANKING,Zenith International Bank Plc,ZENITHBANK,174,2017,3,2017:Q3,SEP,9,531266000,152552000,129235000,126647000,115807000,5131818000,4364128000,15698000
3079,FINANCIAL SERVICES: BANKING,Zenith International Bank Plc,ZENITHBANK,174,2017,4,2017:Q4,DEC,12,745189000,199319000,173791000,176473000,133384000,5595253000,4783137000,15698000
3080,FINANCIAL SERVICES: BANKING,Zenith International Bank Plc,ZENITHBANK,174,2018,1,2018:Q1,MAR,3,169192000,54001000,47079000,51861000,137441000,5675804000,4940558000,15698000
3081,FINANCIAL SERVICES: BANKING,Zenith International Bank Plc,ZENITHBANK,174,2018,2,2018:Q2,JUN,6,322201000,107358000,81737000,82937000,140382000,5256460000,4536955000,15698000
3082,FINANCIAL SERVICES: BANKING,Zenith International Bank Plc,ZENITHBANK,174,2018,3,2018:Q3,SEP,9,474607000,167307000,144179000,151191000,145125000,5617785000,4839881000,15698000
3083,FINANCIAL SERVICES: BANKING,Zenith International Bank Plc,ZENITHBANK,174,2018,4,2018:Q4,DEC,12,630344000,231685000,193424000,199711000,149137000,5955710000,5139959000,15698000
3084,FINANCIAL SERVICES: BANKING,Zenith International Bank Plc,ZENITHBANK,174,2019,1,2019:Q1,MAR,3,158111000,57293000,50234000,43633000,162810000,5879172000,5098284000,15698000
3085,FINANCIAL SERVICES: BANKING,Zenith International Bank Plc,ZENITHBANK,174,2019,2,2019:Q2,JUN,6,331586000,111677000,88882000,82876000,167881000,5898596000,5079082000,15698000
3086,FINANCIAL SERVICES: BANKING,Zenith International Bank Plc,ZENITHBANK,174,2019,3,2019:Q3,SEP,9,491268000,176183000,150723000,144682000,176182000,5978444000,5106543000,15698000
3087,FINANCIAL SERVICES: BANKING,Zenith International Bank Plc,ZENITHBANK,174,2020,1,2020:Q1,MAR,3,166814000,58788000,50526000,62547000,186764000,7127917000,6201975000,15698000
3088,FINANCIAL SERVICES: BANKING,Zenith International Bank Plc,ZENITHBANK,174,2020,2,2020:Q2,JUN,6,346088000,114124000,103826000,125583000,186827000,7580114000,6591136000,15698000
3089,FINANCIAL SERVICES: BANKING,Zenith International Bank Plc,ZENITHBANK,174,2020,3,2020:Q3,SEP,9,508975000,177283000,159315000,180365000,186680000,7973265000,6938924000,15698000
3090,SERVICES,Med-view Airline Plc,MEDVIEWAIR,175,2015,4,2015:Q4,DEC,12,14098805,830912,728520,728520,5716048,12009229,7039875,3900000
3091,SERVICES,Med-view Airline Plc,MEDVIEWAIR,175,2016,1,2016:Q1,MAR,3,4293616,-133200,-200382,-200382,7851847,15433337,9008859,4875325
3092,SERVICES,Med-view Airline Plc,MEDVIEWAIR,175,2016,2,2016:Q2,JUN,6,8748732,738689,671507,671507,7851847,15433337,9008859,4875325
3093,SERVICES,Med-view Airline Plc,MEDVIEWAIR,175,2016,4,2016:Q4,DEC,12,26039485,840033,772851,772851,7851846,15433336,9008859,4875325
3094,SERVICES,Med-view Airline Plc,MEDVIEWAIR,175,2017,1,2017:Q1,MAR,3,7610202,745239,691029,691029,7661398,17306375,10190869,4875325
3095,SERVICES,Med-view Airline Plc,MEDVIEWAIR,175,2017,2,2017:Q2,JUN,6,13007374,945345,857345,857345,7770061,15173606,8185367,4875325
3096,SERVICES,Med-view Airline Plc,MEDVIEWAIR,175,2017,3,2017:Q3,SEP,9,28772142,1362328,1197064,1197064,7877733,18266479,10644938,4875325
3097,SERVICES,Med-view Airline Plc,MEDVIEWAIR,175,2017,4,2017:Q4,DEC,12,36961732,1506189,1253991,1253991,8713768,19598138,12212189,4875325
3098,SERVICES,Med-view Airline Plc,MEDVIEWAIR,175,2018,1,2018:Q1,MAR,3,3569853,264736,210561,210561,8637516,18283020,10686508,4875325
3099,SERVICES,Med-view Airline Plc,MEDVIEWAIR,175,2018,2,2018:Q2,JUN,6,5400528,310592,223626,223626,9271195,17302592,9693017,4875325
3100,SERVICES,Med-view Airline Plc,MEDVIEWAIR,175,2018,3,2018:Q3,SEP,9,7847172,-1445983,-1532949,-1532949,16709392,24678283,16846619,4875325
3101,SERVICES,Med-view Airline Plc,MEDVIEWAIR,175,2018,4,2018:Q4,DEC,12,9562197,-10331365,-10357133,-10357133,13498555,17741918,21005622,4875325
3102,SERVICES,Med-view Airline Plc,MEDVIEWAIR,175,2019,1,2019:Q1,MAR,3,382239,-589495,-589495,-589495,13256601,17374454,21493157,4875325
3103,SERVICES,Med-view Airline Plc,MEDVIEWAIR,175,2019,2,2019:Q2,JUN,6,803459,-1729742,-1729742,-1729742,13688675,17358967,21669095,4875325
3104,SERVICES,Med-view Airline Plc,MEDVIEWAIR,175,2019,3,2019:Q3,SEP,9,1009576,-3131597,-3131597,-3131597,12855279,15557089,21182795,4875325
3105,SERVICES,Med-view Airline Plc,MEDVIEWAIR,175,2019,4,2019:Q4,DEC,12,3037515,-2653745,-2653745,-2653745,13857300,17023208,19698132,4875325
3106,FINANCIAL SERVICES: BANKING,Jaiz Bank Plc,JAIZBANK,176,2015,4,2015:Q4,DEC,12,5370254,794193,910206,,1383189,52639244,17983192,11829700
3107,FINANCIAL SERVICES: BANKING,Jaiz Bank Plc,JAIZBANK,176,2016,1,2016:Q1,MAR,3,1412324,73841,73841,73841,1487528,58673758,21731133,11829700
3108,FINANCIAL SERVICES: BANKING,Jaiz Bank Plc,JAIZBANK,176,2016,2,2016:Q2,JUN,6,2562998,114040,114040,114040,1635267,50185581,22201633,11829700
3109,FINANCIAL SERVICES: BANKING,Jaiz Bank Plc,JAIZBANK,176,2016,4,2016:Q4,DEC,12,5478042,343018,3112723,,1892970,66053824,27041925,14732125
3110,FINANCIAL SERVICES: BANKING,Jaiz Bank Plc,JAIZBANK,176,2017,1,2017:Q1,MAR,3,1836797,203679,173127,173127,1863976,77132073,33128467,14732125
3111,FINANCIAL SERVICES: BANKING,Jaiz Bank Plc,JAIZBANK,176,2017,2,2017:Q2,JUN,6,3246591,540207,459176,459176,1934254,79096913,38284606,14732125
3112,FINANCIAL SERVICES: BANKING,Jaiz Bank Plc,JAIZBANK,176,2017,3,2017:Q3,SEP,9,4965393,779695,661367,661367,2073124,82099052,35751004,14732125
3113,FINANCIAL SERVICES: BANKING,Jaiz Bank Plc,JAIZBANK,176,2017,4,2017:Q4,DEC,12,6924657,894006,537117,537117,2123997,87312609,39224563,14732125
3114,FINANCIAL SERVICES: BANKING,Jaiz Bank Plc,JAIZBANK,176,2018,1,2018:Q1,MAR,3,1868839,146569,124584,124584,2578588,108462458,56270442,14732125
3115,FINANCIAL SERVICES: BANKING,Jaiz Bank Plc,JAIZBANK,176,2018,2,2018:Q2,JUN,6,3688906,231215,206690,206690,2229373,97584795,44412693,14732125
3116,FINANCIAL SERVICES: BANKING,Jaiz Bank Plc,JAIZBANK,176,2018,3,2018:Q3,SEP,9,6717370,241332,204707,204707,2230795,99861984,46994165,14732125
3117,FINANCIAL SERVICES: BANKING,Jaiz Bank Plc,JAIZBANK,176,2018,4,2018:Q4,DEC,12,1228744,897702,834366,946678,2578588,108462458,56270442,14732125
3118,FINANCIAL SERVICES: BANKING,Jaiz Bank Plc,JAIZBANK,176,2019,1,2019:Q1,MAR,3,2591679,476464,428684,428684,2433299,120127559,60275345,14732125
3119,FINANCIAL SERVICES: BANKING,Jaiz Bank Plc,JAIZBANK,176,2019,2,2019:Q2,JUN,6,4821624,906922,815648,815648,2690968,144002215,80771626,14732125
3120,FINANCIAL SERVICES: BANKING,Jaiz Bank Plc,JAIZBANK,176,2019,3,2019:Q3,SEP,9,,1470839,1250214,1250214,2499178,151945196,81715598,14732125
3121,FINANCIAL SERVICES: BANKING,Jaiz Bank Plc,JAIZBANK,176,2019,4,2019:Q4,DEC,12,4147681,2101408,1786197,1786197,2553151,166837574,96138817,14732125
3122,FINANCIAL SERVICES: BANKING,Jaiz Bank Plc,JAIZBANK,176,2020,1,2020:Q1,MAR,3,,636693,553923,508269,2483534,193215536,106664567,14732125
3123,FINANCIAL SERVICES: BANKING,Jaiz Bank Plc,JAIZBANK,176,2020,2,2020:Q2,JUN,6,,1346552,1171501,1184786,2313833,186625432,100913318,14732125
3124,FINANCIAL SERVICES: BANKING,Jaiz Bank Plc,JAIZBANK,176,2020,3,2020:Q3,SEP,9,,2126110,1849716,1862948,2435507,210214383,110427626,14732125
3125,SERVICES,Global Spectrum Energy Services Plc,GSPECPLC,177,2017,1,2017:Q1,DEC,3,1091045,204368,110461,110461,1783272,4381279,2728807,400000
3126,SERVICES,Global Spectrum Energy Services Plc,GSPECPLC,177,2018,1,2018:Q1,MAR,3,447693.374,71396.478,61309.928,61309.928,1868222.863,4536302.251,2822519.847,400000
3127,SERVICES,Global Spectrum Energy Services Plc,GSPECPLC,177,2018,2,2018:Q2,JUN,6,877111.049,140841.09,121330.659,121330.659,3963176.202,4621623.024,2847819.889,400000
3128,SERVICES,Global Spectrum Energy Services Plc,GSPECPLC,177,2018,3,2018:Q3,SEP,9,1290846.286,189944.607,167660.601,167660.601,3957543.517,4675014.903,2854881.826,400000
3129,SERVICES,Global Spectrum Energy Services Plc,GSPECPLC,177,2018,4,2018:Q4,DEC,12,1872453,595926,547995,547995,1787382,5344768,3073112,400000
3130,SERVICES,Global Spectrum Energy Services Plc,GSPECPLC,177,2019,1,2019:Q1,MAR,3,509285,54476,43236,43236,1775006,5251157,3200554,400000
3131,SERVICES,Global Spectrum Energy Services Plc,GSPECPLC,177,2019,2,2019:Q2,JUN,6,1075282,101039,101039,83588,1762641,5291215,300325,400000
3132,SERVICES,Global Spectrum Energy Services Plc,GSPECPLC,177,2019,3,2019:Q3,SEP,9,1650294.241,180414.105,130221.36,130221.36,1752227.131,5390603.026,3044169.081,400000
3133,SERVICES,Global Spectrum Energy Services Plc,GSPECPLC,177,2019,4,2019:Q4,DEC,12,2451570.705,238025.542,173043.956,173043.956,1587586.61,5538128.616,710747.376,400000
3134,SERVICES,Global Spectrum Energy Services Plc,GSPECPLC,177,2020,1,2020:Q1,MAR,3,895552.393,95190.3,,77658.865,1430955.496,5537167.291,730667.525,400000
3135,SERVICES,Global Spectrum Energy Services Plc,GSPECPLC,177,2020,2,2020:Q2,MAR,6,1445143.866,215613.748,,180018.619,1407205.485,5794409.283,885548.712,400000
3136,SERVICES,Global Spectrum Energy Services Plc,GSPECPLC,177,2020,3,2020:Q3,SEP,9,1794988.545,228888.596,,189868.224,1383455.474,5666219.228,747510.104,400000
3137,INDUSTRIAL GOODS,NOTORE CHEMICAL INDUSTRIES PLC ,NOTORE,178,2018,1,2018:Q1,DEC,3,4320733,-93352,-93352,-93327,112812302,157701471,109086305,806033
3138,INDUSTRIAL GOODS,NOTORE CHEMICAL INDUSTRIES PLC ,NOTORE,178,2018,3,2018:Q3,JUN,9,20583647,-3939353,-3939353,-3938184,114232076,150524236,103775531,806033
3139,INDUSTRIAL GOODS,NOTORE CHEMICAL INDUSTRIES PLC ,NOTORE,178,2019,1,2019:Q1,DEC,12,21418883,-10250474,-5750591,24333565,153498568,196580764,127012628,806033
3140,INDUSTRIAL GOODS,NOTORE CHEMICAL INDUSTRIES PLC ,NOTORE,178,2019,2,2019:Q2,MAR,6,12685047,-1942213,-1942213,-1940934,112535063,158594109,111826550,806033
3141,INDUSTRIAL GOODS,NOTORE CHEMICAL INDUSTRIES PLC ,NOTORE,178,2019,3,2019:Q3,JUN,9,16493931,-7103633,-7103633,-7102368,111709074,156068953,114462828,806033
3142,INDUSTRIAL GOODS,NOTORE CHEMICAL INDUSTRIES PLC ,NOTORE,178,2020,2,2020:Q2,MAR,6,13116540,-5798288,-5798288,-5594566,154600018,216355887,152382317,27995916
3143,INDUSTRIAL GOODS,NOTORE CHEMICAL INDUSTRIES PLC ,NOTORE,178,2020,3,2020:Q3,JUN,9,17424209,-8097775,-8097775,-7893623,155006724,219138680,157464168,27995916
3144,CONSTRUCTION/REAL ESTATE,UPDC Real Estate Investment Trust ,UPDCREIT,179,2015,4,2015:Q4,DEC,12,3354735,3072101,2989526,,,32974170,1926864,
3145,CONSTRUCTION/REAL ESTATE,UPDC Real Estate Investment Trust ,UPDCREIT,179,2016,4,2016:Q4,DEC,12,652106,1512139,1512139,,126651,31990626,1138875,
3146,CONSTRUCTION/REAL ESTATE,UPDC Real Estate Investment Trust ,UPDCREIT,179,2017,2,2017:Q2,SEP,6,1595501.282,1315160.412,1315160.412,,126651,32003030.161,458809.786,
3147,CONSTRUCTION/REAL ESTATE,UPDC Real Estate Investment Trust ,UPDCREIT,179,2017,3,2017:Q3,SEP,9,1595501.282,1315160.412,1315160.412,,126651,32003030.161,458809.786,
3148,CONSTRUCTION/REAL ESTATE,UPDC Real Estate Investment Trust ,UPDCREIT,179,2017,4,2017:Q4,DEC,12,1296120,2208347,2208347,,89518,31447871,209132,
3149,CONSTRUCTION/REAL ESTATE,UPDC Real Estate Investment Trust ,UPDCREIT,179,2018,4,2018:Q4,DEC,12,                                                                                                                                                                                          ,22644763,22644763,22644763,85843,33406944,857577,26682695
3150,CONSTRUCTION/REAL ESTATE,UPDC Real Estate Investment Trust ,UPDCREIT,179,2019,1,2019:Q1,MAR,3,175927,474774,474774,,20235,34540854,1516713,
3151,CONSTRUCTION/REAL ESTATE,UPDC Real Estate Investment Trust ,UPDCREIT,179,2019,2,2019:Q2,JUN,6,370799,949038,949038,,11940,34707974,1209569,
3152,CONSTRUCTION/REAL ESTATE,UPDC Real Estate Investment Trust ,UPDCREIT,179,2019,3,2019:Q3,SEP,9,,1503561,1503561,1503561,74347,34983144,930216,26682695
3153,CONSTRUCTION/REAL ESTATE,UPDC Real Estate Investment Trust ,UPDCREIT,179,2019,4,2019:Q4,DEC,12,,1919992,1919992,1919992,58856,33523676,601913,
3154,CONSTRUCTION/REAL ESTATE,UPDC Real Estate Investment Trust ,UPDCREIT,179,2020,1,2020:Q1,MAR,3,,423123,423123,,54742,31455555,936300,
3155,CONSTRUCTION/REAL ESTATE,UPDC Real Estate Investment Trust ,UPDCREIT,179,2020,2,2020:Q2,JUN,3,,816560,816560,,46774,31893263,524225,
3156,CONSTRUCTION/REAL ESTATE,UPDC Real Estate Investment Trust ,UPDCREIT,179,2020,3,2020:Q3,SEP,9,,1151351,1151351,,27840,32473123,769294,
3157,SERVICES,Skyway aviation handling company plc,SAHCO,180,2018,4,2018:Q4,DEC,12,6136412,-302895,-665649,8423246,14975961,23086459,4124443,676790
3158,SERVICES,Skyway aviation handling company plc,SAHCO,180,2019,1,2019:Q1,MAR,3,1906533,313130,313130,313130,14781886,23352830,4077683,676790
3159,SERVICES,Skyway aviation handling company plc,SAHCO,180,2019,2,2019:Q2,JUN,6,3510699,338386,171503,171503,14354707,23075831,3942311,676790
3160,SERVICES,Skyway aviation handling company plc,SAHCO,180,2019,3,2019:Q3,SEP,9,5446593,599859,341846,341846,14371863,23200574,2890653,676790
3161,SERVICES,Skyway aviation handling company plc,SAHCO,180,2019,4,2019:Q4,DEC,12,7667350,891033,530172,530172,14220073,23018968,3526779,676790
3162,SERVICES,Skyway aviation handling company plc,SAHCO,180,2020,1,2020:Q1,MAR,3,1983531,174839,96273,96273,13875943,22900394,3594491,676790
